guard_id,age,location,deployment_type,shift_hours,late_arrivals,absenteeism,incidents_reported,incident_type,response_time_minutes,client_satisfaction_score,supervisor_rating,overtime_hours,contract_value,fuel_consumption_liters,distance_covered_km,patrol_vehicle_used,incident_rate,efficiency_score,total_cost,profit_margin,Client satisfaction %,profit margin %,Index,Date,Month Name,MonthNum,Year,efficeincy score %
G0243,46,Port Harcourt,Residential,8,0,1,1,Theft,18.5,83,72,11,876563,24.97,27.9,No,0.12,77.5,737193.1,15.9,83%,15.90%,242,3/19/2023,March,3,2023,78%
G0244,53,Ibadan,Residential,8,0,1,2,Breach,27.6,90,49,8,769284,8.42,128,Yes,0.25,69.5,696242.99,9.49,90%,9.49%,243,4/20/2024,April,4,2024,70%
G0258,25,Ibadan,Retail,12,0,1,1,Fire,12.8,94,42,12,411153,17.21,57.6,Yes,0.08,68,345593.34,15.95,94%,15.95%,257,6/6/2024,June,6,2024,68%
G0269,22,Ibadan,Residential,8,0,1,2,Theft,17.9,75,74,3,858692,28.39,130.3,Yes,0.25,74.5,807883.75,5.92,75%,5.92%,268,5/17/2023,May,5,2023,75%
G0274,43,Port Harcourt,Residential,8,0,1,2,Unknown,17.8,93,77,2,1473027,22.81,61.8,No,0.25,85,1229725.09,16.52,93%,16.52%,273,10/22/2024,October,10,2024,85%
G0277,42,Kano,Residential,8,0,1,1,Equipment Failure,35.1,64,58,12,430577,11.31,196.3,No,0.12,61,390104.47,9.4,64%,9.40%,276,1/25/2023,January,1,2023,61%
G0282,36,Lagos,Residential,8,0,1,1,Theft,10,96,83,13,406759,7.99,73.3,Yes,0.12,89.5,262727.54,35.41,96%,35.41%,281,6/2/2024,June,6,2024,90%
G0294,27,Lagos,Retail,8,0,1,3,Theft,28.2,64,51,9,1409240,16.56,66.3,Yes,0.38,57.5,1171927.13,16.84,64%,16.84%,293,6/14/2024,June,6,2024,58%
G0309,25,Port Harcourt,Corporate,10,0,1,0,None,28.9,96,81,4,1134372,12.92,65.8,Yes,0,88.5,693967.25,38.82,96%,38.82%,308,9/1/2023,September,9,2023,89%
G0314,23,Port Harcourt,Retail,8,0,1,1,Equipment Failure,13,87,59,0,909019,6.16,159,Yes,0.12,73,699368.51,23.06,87%,23.06%,313,2/6/2024,February,2,2024,73%
G0316,51,Abuja,Event,10,0,1,2,Dispute,25.2,95,71,8,963227,13.59,181,No,0.2,83,899522.32,6.61,95%,6.61%,315,4/8/2024,April,4,2024,83%
G0321,49,Lagos,Industrial,8,0,1,1,Breach,24,59,87,19,798185,18.01,114,No,0.12,73,679592.2,14.86,59%,14.86%,320,9/13/2023,September,9,2023,73%
G0334,51,Abuja,Industrial,10,0,1,1,Theft,20.3,98,85,14,555560,23.5,182.3,Yes,0.1,91.5,522303.37,5.99,98%,5.99%,333,10/26/2024,October,10,2024,92%
G0355,45,Kano,Retail,10,0,1,1,Fire,29.3,51,66,12,892127,27.28,83.3,No,0.1,58.5,767432.81,13.98,51%,13.98%,354,7/19/2023,July,7,2023,59%
G0363,50,Lagos,Residential,8,0,1,1,Dispute,28.7,52,98,12,997143,24.97,150.3,Yes,0.12,75,943853.51,5.34,52%,5.34%,362,3/27/2023,March,3,2023,75%
G0367,20,Lagos,Event,10,0,1,3,Theft,17.5,72,95,16,751800,12.68,167,Yes,0.3,83.5,711644.45,5.34,72%,5.34%,366,7/3/2023,July,7,2023,84%
G0369,23,Port Harcourt,Retail,12,0,1,0,None,23.3,67,56,1,1179793,22.49,176.1,No,0,61.5,812102.67,31.17,67%,31.17%,368,9/5/2023,September,9,2023,62%
G0371,43,Port Harcourt,Corporate,8,0,1,2,Breach,22.4,68,50,4,1252064,25.48,132.1,No,0.25,59,812983.78,35.07,68%,35.07%,370,11/7/2023,November,11,2023,59%
G0372,35,Abuja,Corporate,8,0,1,1,Fire,12.3,77,87,15,315376,6.75,117.4,No,0.12,82,283442.52,10.13,77%,10.13%,371,12/8/2024,December,12,2024,82%
G0386,52,Abuja,Retail,12,0,1,4,Theft,28.2,77,95,19,774381,26.41,43.1,Yes,0.33,86,621099.31,19.79,77%,19.79%,385,2/22/2024,February,2,2024,86%
G0420,32,Port Harcourt,Corporate,8,0,1,1,Unknown,37,56,60,15,390450,5.71,51.5,No,0.12,58,337853.02,13.47,56%,13.47%,419,12/28/2024,December,12,2024,58%
G0432,38,Kano,Event,8,0,1,1,Fire,33.8,82,72,14,517885,9.96,93.7,Yes,0.12,77,320200.67,38.17,82%,38.17%,431,12/12/2024,December,12,2024,77%
G0438,50,Port Harcourt,Residential,10,0,1,0,None,28.6,64,66,13,891444,7.45,152.8,Yes,0,65,680467.12,23.67,64%,23.67%,437,6/18/2024,June,6,2024,65%
G0440,35,Kano,Retail,8,0,1,1,Theft,18.8,79,95,11,923540,23.35,146.1,Yes,0.12,87,833121.57,9.79,79%,9.79%,439,8/20/2024,August,8,2024,87%
G0467,38,Port Harcourt,Retail,8,0,1,0,None,15.9,79,66,5,999400,8.37,20.7,No,0,72.5,674314.77,32.53,79%,32.53%,466,11/19/2023,November,11,2023,73%
G0475,25,Port Harcourt,Residential,8,0,1,1,Theft,33.3,62,57,10,1159029,29.35,106.4,Yes,0.12,59.5,902575.63,22.13,62%,22.13%,474,7/27/2023,July,7,2023,60%
G0485,39,Ibadan,Residential,8,0,1,2,Equipment Failure,24.1,77,53,1,315675,25.13,186.9,Yes,0.25,65,204425.38,35.24,77%,35.24%,484,5/9/2023,May,5,2023,65%
G0486,47,Kano,Event,8,0,1,1,Unknown,26.2,51,77,2,1466960,11.86,118.3,No,0.12,64,1098200.13,25.14,51%,25.14%,485,6/10/2024,June,6,2024,64%
G0487,27,Lagos,Corporate,8,0,1,2,Dispute,18.9,92,79,1,1426805,26.97,149.5,No,0.25,85.5,923769.71,35.26,92%,35.26%,486,7/11/2023,July,7,2023,86%
G0488,20,Port Harcourt,Retail,8,0,1,0,None,26.7,57,54,18,913337,25.83,190.7,Yes,0,55.5,680925.38,25.45,57%,25.45%,487,8/12/2024,August,8,2024,56%
G0489,22,Port Harcourt,Industrial,10,0,1,0,None,37.2,62,86,3,1007508,28.23,25.9,Yes,0,74,656965.39,34.79,62%,34.79%,488,9/13/2023,September,9,2023,74%
G0496,40,Ibadan,Retail,10,0,1,4,Breach,20.6,64,96,2,1260819,9.06,108.1,No,0.4,80,917189.55,27.25,64%,27.25%,495,4/20/2024,April,4,2024,80%
G0504,33,Kano,Event,12,0,1,3,Breach,32.6,68,41,9,673218,19.58,148.1,Yes,0.25,54.5,478908.69,28.86,68%,28.86%,503,12/28/2024,December,12,2024,55%
G0512,31,Abuja,Event,10,0,1,2,Breach,22,59,64,7,504739,25.41,66.7,No,0.2,61.5,468496.09,7.18,59%,7.18%,511,8/8/2024,August,8,2024,62%
G0516,27,Ibadan,Residential,8,0,1,0,None,17.9,74,65,4,1337763,21.55,195.2,Yes,0,69.5,1205731.87,9.87,74%,9.87%,515,12/12/2024,December,12,2024,70%
G0528,28,Lagos,Retail,10,0,1,2,Fire,12.7,71,87,10,732525,9,126.7,Yes,0.2,79,618270.79,15.6,71%,15.60%,527,12/24/2024,December,12,2024,79%
G0529,52,Lagos,Industrial,8,0,1,2,Theft,37.6,70,50,3,1358542,14.6,49.2,No,0.25,60,913741.15,32.74,70%,32.74%,528,1/25/2023,January,1,2023,60%
G0536,25,Kano,Residential,10,0,1,2,Equipment Failure,26.1,66,92,5,1315024,23.3,141.4,No,0.2,79,1166120.04,11.32,66%,11.32%,535,8/4/2024,August,8,2024,79%
G0542,49,Kano,Residential,8,0,1,2,Theft,15.3,61,61,7,1339089,21.76,40.9,Yes,0.25,61,1243110.34,7.17,61%,7.17%,541,2/10/2024,February,2,2024,61%
G0564,50,Port Harcourt,Retail,8,0,1,1,Equipment Failure,22.1,84,81,13,1159213,18.96,106.4,No,0.12,82.5,1040293.47,10.26,84%,10.26%,563,12/4/2024,December,12,2024,83%
G0586,22,Ibadan,Event,10,0,1,0,None,24.7,88,88,16,551442,26.77,50.5,Yes,0,88,353178.84,35.95,88%,35.95%,585,10/26/2024,October,10,2024,88%
G0598,30,Kano,Retail,8,0,1,1,Fire,5.1,94,47,1,1376976,29.25,100.9,No,0.12,70.5,891468.74,35.26,94%,35.26%,597,10/10/2024,October,10,2024,71%
G0609,49,Port Harcourt,Event,8,0,1,2,Equipment Failure,20.2,69,62,3,991204,11.83,134.2,No,0.25,65.5,771931.55,22.12,69%,22.12%,608,9/21/2023,September,9,2023,66%
G0636,51,Ibadan,Event,8,0,1,1,Theft,30.9,87,60,19,933350,28.96,61,Yes,0.12,73.5,608238.61,34.83,87%,34.83%,635,12/20/2024,December,12,2024,74%
G0639,48,Ibadan,Retail,12,0,1,0,None,21.8,88,62,16,1468931,21.11,36.8,No,0,75,890509.01,39.38,88%,39.38%,638,3/23/2023,March,3,2023,75%
G0654,33,Abuja,Industrial,10,0,1,2,Unknown,22.5,68,42,2,792665,15.05,182.6,Yes,0.2,55,670332.07,15.43,68%,15.43%,653,6/10/2024,June,6,2024,55%
G0658,45,Abuja,Retail,8,0,1,2,Equipment Failure,28.5,70,77,16,566651,10.69,120.6,Yes,0.25,73.5,477148.27,15.8,70%,15.80%,657,10/14/2024,October,10,2024,74%
G0665,54,Lagos,Industrial,10,0,1,0,None,23.2,58,73,16,1363881,8.26,56.3,Yes,0,65.5,1068794.39,21.64,58%,21.64%,664,5/21/2023,May,5,2023,66%
G0679,42,Lagos,Corporate,8,0,1,1,Theft,33.8,89,73,8,337403,19.84,71.7,No,0.12,81,290376.11,13.94,89%,13.94%,678,7/7/2023,July,7,2023,81%
G0684,47,Lagos,Retail,10,0,1,0,None,24.2,70,82,8,585648,16,24,Yes,0,76,414886.42,29.16,70%,29.16%,683,12/12/2024,December,12,2024,76%
G0691,32,Port Harcourt,Event,12,0,1,2,Fire,20.9,84,84,12,1290533,11.94,144,No,0.17,84,884216.44,31.48,84%,31.48%,690,7/19/2023,July,7,2023,84%
G0696,22,Ibadan,Residential,8,0,1,2,Dispute,14.1,54,99,19,621721,9.33,167.6,Yes,0.25,76.5,378016.16,39.2,54%,39.20%,695,12/24/2024,December,12,2024,77%
G0705,25,Kano,Event,10,0,1,4,Equipment Failure,17.6,62,87,15,356690,26.12,32.9,Yes,0.4,74.5,223350.05,37.38,62%,37.38%,704,9/5/2023,September,9,2023,75%
G0720,43,Ibadan,Corporate,10,0,1,6,Fire,23.1,64,47,16,1182517,11.15,189.7,No,0.6,55.5,720678.79,39.06,64%,39.06%,719,12/20/2024,December,12,2024,56%
G0723,21,Ibadan,Retail,10,0,1,2,Fire,9.1,79,61,0,1372374,14.32,34.5,No,0.2,70,1180870.21,13.95,79%,13.95%,722,3/23/2023,March,3,2023,70%
G0735,45,Lagos,Event,10,0,1,1,Equipment Failure,22.9,72,72,17,831022,15.73,24.6,Yes,0.1,72,699582.82,15.82,72%,15.82%,734,3/7/2023,March,3,2023,72%
G0749,32,Port Harcourt,Residential,10,0,1,2,Equipment Failure,28.5,90,69,7,1297887,6.77,101.6,No,0.2,79.5,909106.36,29.95,90%,29.95%,748,5/21/2023,May,5,2023,80%
G0755,42,Port Harcourt,Industrial,8,0,1,0,None,9.5,63,62,3,386120,7.66,55,No,0,62.5,241725.98,37.4,63%,37.40%,754,11/27/2023,November,11,2023,63%
G0756,29,Ibadan,Residential,12,0,1,2,Unknown,25,55,55,8,1203841,8.18,176.6,Yes,0.17,55,731113.37,39.27,55%,39.27%,755,12/28/2024,December,12,2024,55%
G0771,24,Port Harcourt,Retail,8,0,1,3,Dispute,24.3,86,40,18,1408643,22.64,164.2,No,0.38,63,1128660.72,19.88,86%,19.88%,770,3/15/2023,March,3,2023,63%
G0786,54,Abuja,Event,8,0,1,3,Equipment Failure,18.4,88,62,14,406998,12.31,153,No,0.38,75,328804.77,19.21,88%,19.21%,785,6/2/2024,June,6,2024,75%
G0796,27,Kano,Corporate,8,0,1,0,None,5,83,59,4,664833,23.27,43.2,No,0,71,616232.63,7.31,83%,7.31%,795,4/12/2024,April,4,2024,71%
G0804,36,Ibadan,Residential,10,0,1,0,None,29.2,89,44,12,402071,23.17,36.7,Yes,0,66.5,269329.52,33.01,89%,33.01%,803,12/20/2024,December,12,2024,67%
G0810,22,Port Harcourt,Industrial,12,0,1,1,Breach,17.8,77,78,12,1422834,19.37,89.4,Yes,0.08,77.5,1272474.19,10.57,77%,10.57%,809,6/26/2024,June,6,2024,78%
G0817,46,Kano,Event,10,0,1,5,Dispute,16.2,83,93,14,1496845,15.03,26.6,No,0.5,88,993365.39,33.64,83%,33.64%,816,1/5/2023,January,1,2023,88%
G0835,24,Ibadan,Industrial,8,0,1,0,None,25.3,98,82,9,1099131,25.19,166.5,No,0,90,755732.24,31.24,98%,31.24%,834,7/23/2023,July,7,2023,90%
G0837,23,Kano,Corporate,8,0,1,2,Theft,26,58,87,12,379183,6.74,28.8,Yes,0.25,72.5,303823.76,19.87,58%,19.87%,836,9/25/2023,September,9,2023,73%
G0841,50,Kano,Residential,10,0,1,2,Breach,33.3,92,50,0,423844,20.85,58.1,No,0.2,71,374353.15,11.68,92%,11.68%,840,1/1/2023,January,1,2023,71%
G0863,50,Port Harcourt,Corporate,8,0,1,2,Fire,24.5,74,67,4,1354978,22.68,26.7,No,0.25,70.5,863269.38,36.29,74%,36.29%,862,11/23/2023,November,11,2023,71%
G0865,48,Ibadan,Corporate,8,0,1,0,None,34.8,59,76,11,1018525,10.91,148.5,No,0,67.5,626904.64,38.45,59%,38.45%,864,1/25/2023,January,1,2023,68%
G0866,33,Lagos,Retail,10,0,1,3,Fire,15.3,60,96,9,1075173,13.64,117.7,Yes,0.3,78,927239.91,13.76,60%,13.76%,865,2/26/2024,February,2,2024,78%
G0868,30,Port Harcourt,Residential,10,0,1,2,Dispute,14,61,73,4,308382,15.61,134.4,No,0.2,67,235466.17,23.64,61%,23.64%,867,4/28/2024,April,4,2024,67%
G0891,36,Kano,Corporate,8,0,1,1,Dispute,22.3,64,94,1,1422756,19.68,99.8,Yes,0.12,79,1218115.98,14.38,64%,14.38%,890,3/23/2023,March,3,2023,79%
G0897,52,Lagos,Industrial,10,0,1,0,None,37.3,66,62,14,1288144,28.94,40.3,Yes,0,64,799975.82,37.9,66%,37.90%,896,9/1/2023,September,9,2023,64%
G0910,20,Lagos,Residential,10,0,1,1,Breach,22,50,89,17,686230,19.59,143.6,No,0.1,69.5,579902.7,15.49,50%,15.49%,909,10/14/2024,October,10,2024,70%
G0913,49,Kano,Industrial,12,0,1,2,Equipment Failure,28.1,76,44,15,978381,11.16,49.1,No,0.17,60,820851.56,16.1,76%,16.10%,912,1/17/2023,January,1,2023,60%
G0923,37,Ibadan,Corporate,12,0,1,2,Breach,30.5,77,97,13,1138600,20.37,147.9,No,0.17,87,993104.44,12.78,77%,12.78%,922,11/27/2023,November,11,2023,87%
G0927,47,Abuja,Residential,12,0,1,1,Unknown,23.5,68,88,5,1436473,14.8,129.1,No,0.08,78,1123675.72,21.78,68%,21.78%,926,3/3/2023,March,3,2023,78%
G0929,23,Ibadan,Corporate,12,0,1,3,Unknown,24.8,76,51,0,1385085,25.24,192.6,No,0.25,63.5,850364.18,38.61,76%,38.61%,928,5/5/2023,May,5,2023,64%
G0940,42,Lagos,Retail,12,0,1,3,Breach,34.2,58,40,13,489637,27.65,91.9,Yes,0.25,49,296902.1,39.36,58%,39.36%,939,4/16/2024,April,4,2024,49%
G0943,26,Lagos,Event,8,0,1,1,Fire,27,94,89,19,1447569,6.33,85.4,Yes,0.12,91.5,1102084.12,23.87,94%,23.87%,942,7/19/2023,July,7,2023,92%
G0952,52,Ibadan,Event,10,0,1,2,Equipment Failure,22.9,81,93,13,1468964,9.39,28.9,No,0.2,87,1176048.51,19.94,81%,19.94%,951,4/28/2024,April,4,2024,87%
G0954,27,Lagos,Industrial,10,0,1,2,Theft,27.2,57,81,15,1095063,29.39,105.2,No,0.2,69,747847.73,31.71,57%,31.71%,953,6/2/2024,June,6,2024,69%
G0955,53,Abuja,Industrial,10,0,1,2,Fire,23.3,70,57,3,1435964,26.8,54,Yes,0.2,63.5,1040165.87,27.56,70%,27.56%,954,7/3/2023,July,7,2023,64%
G0958,43,Abuja,Corporate,10,0,1,0,None,20,51,69,13,1021558,27.35,133.5,No,0,60,757451.8,25.85,51%,25.85%,957,10/6/2024,October,10,2024,60%
G0964,33,Kano,Retail,12,0,1,1,Breach,38.9,70,45,5,1243015,26.55,25,Yes,0.08,57.5,1134912.89,8.7,70%,8.70%,963,4/12/2024,April,4,2024,58%
G0966,37,Abuja,Residential,8,0,1,0,None,25.5,77,80,3,1485026,8.19,49.9,Yes,0,78.5,962220.95,35.21,77%,35.21%,965,6/14/2024,June,6,2024,79%
G0972,40,Lagos,Event,8,0,1,1,Breach,26.5,97,93,0,962582,16.67,32.5,No,0.12,95,859972.6,10.66,97%,10.66%,971,12/20/2024,December,12,2024,95%
G0975,48,Ibadan,Retail,10,0,1,0,None,30.5,63,66,5,771653,14.48,83.7,Yes,0,64.5,699144.98,9.4,63%,9.40%,974,3/23/2023,March,3,2023,65%
G0978,20,Ibadan,Event,8,0,1,1,Equipment Failure,42.6,66,61,3,621289,11.43,57.6,No,0.12,63.5,522416.13,15.91,66%,15.91%,977,6/26/2024,June,6,2024,64%
G0981,30,Port Harcourt,Event,12,0,1,0,None,33.7,87,84,0,1141244,10.74,124.6,No,0,85.5,914685.94,19.85,87%,19.85%,980,9/1/2023,September,9,2023,86%
G0986,39,Ibadan,Residential,12,0,1,1,Theft,26.5,88,87,2,925122,20.13,132.9,No,0.08,87.5,743754.93,19.6,88%,19.60%,985,2/6/2024,February,2,2024,88%
G0987,24,Kano,Retail,12,0,1,3,Breach,27.9,64,57,10,1482981,20.48,61.7,Yes,0.25,60.5,967235.65,34.78,64%,34.78%,986,3/7/2023,March,3,2023,61%
G0991,54,Kano,Corporate,12,0,1,2,Fire,28,65,62,1,782843,28.4,110.6,No,0.17,63.5,526945.4,32.69,65%,32.69%,990,7/11/2023,July,7,2023,64%
G0999,36,Port Harcourt,Residential,10,0,1,1,Theft,18.9,58,52,15,1001893,5.23,61.8,Yes,0.1,55,781100.26,22.04,58%,22.04%,998,3/19/2023,March,3,2023,55%
G0007,30,Lagos,Industrial,12,0,2,0,None,5,77,90,4,986779,14.15,118.6,No,0,83.5,608264.77,38.36,77%,38.36%,6,7/7/2023,July,7,2023,84%
G0012,41,Lagos,Retail,12,0,2,0,None,37.5,76,51,19,1085608,18.65,56,No,0,63.5,725318.49,33.19,76%,33.19%,11,12/12/2024,December,12,2024,64%
G0015,49,Abuja,Industrial,8,1,2,1,Equipment Failure,23.6,64,72,16,434962,19.84,94.8,No,0.12,68,298793.65,31.31,64%,31.31%,14,3/15/2023,March,3,2023,68%
G0055,34,Abuja,Industrial,8,0,2,3,Unknown,25.5,96,73,2,1307260,12.06,197.9,Yes,0.38,84.5,904400.84,30.82,96%,30.82%,54,7/27/2023,July,7,2023,85%
G0057,33,Lagos,Residential,8,1,2,1,Dispute,27.7,55,45,7,565591,28.63,72.3,No,0.12,50,374431.33,33.8,55%,33.80%,56,9/1/2023,September,9,2023,50%
G0060,35,Lagos,Corporate,8,1,2,0,None,29.2,67,74,11,698115,25.06,13.3,Yes,0,70.5,453315.93,35.07,67%,35.07%,59,12/4/2024,December,12,2024,71%
G0066,34,Port Harcourt,Residential,10,0,2,0,None,23.3,78,41,4,1473274,23.28,12.4,No,0,59.5,1107451.96,24.83,78%,24.83%,65,6/10/2024,June,6,2024,60%
G0115,48,Lagos,Industrial,10,0,2,0,None,24.6,66,43,0,814922,28.43,104.5,No,0,54.5,744468.21,8.65,66%,8.65%,114,7/3/2023,July,7,2023,55%
G0143,51,Kano,Event,8,2,2,1,Theft,25.2,57,77,16,904879,29.76,150.2,No,0.12,67,718289.92,20.62,57%,20.62%,142,11/3/2023,November,11,2023,67%
G0174,25,Kano,Residential,8,2,2,2,Equipment Failure,23.2,92,53,3,321797,22.37,60.4,No,0.25,72.5,273571.51,14.99,92%,14.99%,173,6/6/2024,June,6,2024,73%
G0215,39,Kano,Retail,12,2,2,0,None,26.9,77,65,8,1122457,28.29,92.1,Yes,0,71,809783.67,27.86,77%,27.86%,214,11/19/2023,November,11,2023,71%
G0229,33,Lagos,Event,10,0,2,2,Dispute,20.5,54,43,7,1424487,19.38,96.4,No,0.2,48.5,950471.39,33.28,54%,33.28%,228,1/5/2023,January,1,2023,49%
G0250,24,Lagos,Residential,10,0,2,3,Equipment Failure,38.4,68,95,3,1131219,22.42,146.4,No,0.3,81.5,956986.42,15.4,68%,15.40%,249,10/26/2024,October,10,2024,82%
G0272,50,Abuja,Retail,12,1,2,1,Breach,5,59,50,3,1307800,17.68,98.3,No,0.08,54.5,1241226.74,5.09,59%,5.09%,271,8/20/2024,August,8,2024,55%
G0293,20,Kano,Residential,10,0,3,3,Theft,34.4,78,82,14,1407839,6.83,128.9,Yes,0.3,80,1300181.86,7.65,78%,7.65%,292,5/13/2023,May,5,2023,80%
G0360,29,Kano,Industrial,10,0,3,2,Breach,26.4,57,62,18,917997,25.96,38.9,Yes,0.2,59.5,835387.95,9,57%,9.00%,359,12/24/2024,December,12,2024,60%
G0380,54,Abuja,Event,12,1,2,1,Fire,18.1,65,44,15,987055,19.59,64.5,Yes,0.08,54.5,736584.58,25.38,65%,25.38%,379,8/16/2024,August,8,2024,55%
G0384,22,Kano,Retail,12,0,2,1,Equipment Failure,32.7,77,53,17,1307845,22.48,28.2,No,0.08,65,1197932.61,8.4,77%,8.40%,383,12/20/2024,December,12,2024,65%
G0410,28,Abuja,Industrial,10,2,2,1,Unknown,21.7,89,83,11,1472351,14.52,86.3,No,0.1,86,1322895.74,10.15,89%,10.15%,409,2/18/2024,February,2,2024,86%
G0412,54,Abuja,Corporate,10,1,2,0,None,37.3,61,81,14,647786,27.3,176.4,No,0,71,429537.9,33.69,61%,33.69%,411,4/20/2024,April,4,2024,71%
G0435,26,Port Harcourt,Residential,12,2,2,1,Equipment Failure,29.6,86,70,6,453325,25.32,81,No,0.08,78,317209.13,30.03,86%,30.03%,434,3/15/2023,March,3,2023,78%
G0462,28,Port Harcourt,Corporate,8,1,2,1,Fire,25.7,70,95,17,1233708,18.42,131.7,No,0.12,82.5,1126354.73,8.7,70%,8.70%,461,6/14/2024,June,6,2024,83%
G0476,50,Kano,Event,8,0,3,2,Fire,14.9,76,42,9,434974,9.83,149.5,Yes,0.25,59,324418.32,25.42,76%,25.42%,475,8/28/2024,August,8,2024,59%
G0490,32,Abuja,Event,12,0,2,3,Equipment Failure,18.8,70,86,19,1026262,16.47,11.1,No,0.25,78,851677.01,17.01,70%,17.01%,489,10/14/2024,October,10,2024,78%
G0560,25,Abuja,Retail,8,1,2,1,Fire,23.8,72,41,16,959472,29.17,152.6,Yes,0.12,56.5,667373.79,30.44,72%,30.44%,559,8/28/2024,August,8,2024,57%
G0571,36,Abuja,Residential,10,0,2,0,None,21.8,81,86,18,581097,15.75,126.7,No,0,83.5,427550.61,26.42,81%,26.42%,570,7/11/2023,July,7,2023,84%
G0585,53,Abuja,Corporate,12,0,2,1,Equipment Failure,34.6,93,75,18,1184907,23.49,115.8,No,0.08,84,889871.97,24.9,93%,24.90%,584,9/25/2023,September,9,2023,84%
G0664,27,Kano,Event,10,1,2,0,None,20.3,66,46,6,541348,20.39,155.3,Yes,0,56,345371.76,36.2,66%,36.20%,663,4/20/2024,April,4,2024,56%
G0699,53,Abuja,Event,8,0,2,1,Breach,24.1,60,87,19,721128,8.4,46,No,0.12,73.5,480576.01,33.36,60%,33.36%,698,3/27/2023,March,3,2023,74%
G0707,41,Ibadan,Industrial,10,0,2,0,None,23.9,98,59,7,817926,7.2,147.9,No,0,78.5,703039.34,14.05,98%,14.05%,706,11/7/2023,November,11,2023,79%
G0763,36,Port Harcourt,Residential,10,1,2,1,Breach,32,61,99,7,613678,10.62,88.8,Yes,0.1,80,517266.41,15.71,61%,15.71%,762,7/7/2023,July,7,2023,80%
G0799,52,Ibadan,Residential,10,0,2,3,Breach,26.1,85,44,17,928556,10.8,135.2,No,0.3,64.5,775662.01,16.47,85%,16.47%,798,7/15/2023,July,7,2023,65%
G0822,23,Port Harcourt,Industrial,8,0,4,2,Unknown,33,83,76,18,903826,15.45,177.7,Yes,0.25,79.5,815767.44,9.74,83%,9.74%,821,6/10/2024,June,6,2024,80%
G0889,53,Ibadan,Event,8,0,2,1,Equipment Failure,34,86,71,12,340751,20.39,54.8,Yes,0.12,78.5,222660.04,34.66,86%,34.66%,888,1/21/2023,January,1,2023,79%
G0895,25,Lagos,Industrial,8,1,2,1,Fire,29.6,83,99,5,835852,16.33,112.4,Yes,0.12,91,653880.02,21.77,83%,21.77%,894,7/27/2023,July,7,2023,91%
